Customer_ID,churn,months,totcalls,totmou,totrev,adjrev,adjmou,adjqty,phones,marital,income,creditcd
1002637,0,44,2620,8368,1817.42,1780.46,8343,2603,3,S,3,Y
1002639,1,44,4966,15242,1221.33,1149.42,14985,4845,5,M,4,Y
1002641,0,44,5047,7926,2194.04,2140.25,7812,4970,3,U,4,Y
1002642,0,42,1611,3503,1043.47,1025.41,3503,1611,1,M,6,Y
1002643,1,44,5539,19597,2675.56,2599.53,19244,5493,3,M,9,Y
1002644,0,42,1836,3540,1407.24,1347.19,3424,1762,1,A,8,N
1002645,1,38,587,1117,744.23,703.89,1039,561,1,M,7,Y
1002646,1,44,6952,14086,1676.81,1615.88,13969,6898,2,S,3,Y
1002647,1,38,5395,13838,2791.56,2719.61,13667,5332,4,B,1,Y
1002648,1,40,3498,6796,1518.96,1466.42,6691,3432,1,B,8,N
1002649,0,40,2066,6247,1643.62,1611.7,6247,2066,2,U,5,Y
1002651,0,38,108,216,909.2,732.25,214,107,2,M,4,Y
1002653,1,40,1737,3301,1395.95,1345.71,3264,1715,1,M,9,Y
1002654,1,40,784,1381,985.85,963.4,1376,781,1,M,6,Y
1002655,1,42,7017,11256,1549.83,1498.04,11173,6991,5,M,4,Y
1002658,0,42,4501,9721,1605.24,1546.56,9640,4459,1,M,5,Y
1002659,1,37,2181,5806,1074.37,1026.98,5731,2133,1,M,7,Y
1002660,1,44,14276,28897,3764.72,3657.54,28357,14051,2,U,1,Y
1002662,1,40,7488,12396,2148.44,2081.39,12240,7378,4,M,4,Y
1002663,0,37,3702,9605,1530.63,1465.48,9468,3637,3,M,5,Y
1002664,0,40,4268,8152,1285,1232.76,8035,4203,2,M,6,Y
1002665,1,37,1784,4078,1567.51,1499.78,4048,1764,1,M,5,Y
1002666,1,44,6868,16387,3255.1,3076.45,15346,6350,2,S,9,Y
1002667,0,44,17200,35775,4525.42,4420.1,35531,17056,5,B,9,Y
1002668,0,44,6173,13031,3116,2817.41,12106,5844,3,M,9,Y
1002669,1,37,1483,3742,815.85,748.22,3592,1428,3,U,8,Y
1002670,1,41,8779,17464,2189.84,2114.22,17279,8658,5,S,9,Y
1002672,1,37,7348,17419,2534.37,2463.53,17182,7261,1,M,7,Y
1002673,0,43,13642,25791,4110.15,3955.09,25525,13533,5,U,9,Y
1002674,0,41,18561,44624,7685.62,7544.91,44345,18426,2,S,6,Y
1002675,1,39,2257,6697,1565.55,1513.01,6620,2208,3,U,7,Y
1002676,1,39,1703,3750,1569.83,1369.56,3672,1637,1,U,4,Y
1002677,0,37,9292,25120,2528.25,2468.58,24963,9210,5,B,5,N
1002678,1,37,6785,17436,4447.99,4330.92,17421,6782,3,M,9,Y
1002679,1,37,11495,23273,2326.9,2241.52,22592,11172,6,B,6,N
1002680,1,37,2285,6000,1756.64,1667.99,5817,2222,1,M,9,Y
1002681,1,37,2749,10139,1575.44,1527.1,10105,2735,1,U,5,Y
1002682,0,39,1795,3209,1041.61,840.94,3130,1745,3,M,6,Y
1002683,1,37,567,1332,1132.83,1078.36,1223,518,1,A,4,N
1002684,1,37,712,2216,1358.71,1292.42,2173,693,1,U,9,Y
1002685,0,43,5251,12651,2433.96,2368.09,12551,5216,2,A,7,Y
1002686,0,41,8305,19411,3619.64,3300.92,19265,8236,4,M,7,Y
1002687,1,39,9566,20475,1941.95,1876.49,20253,9433,6,S,1,Y
1002689,0,39,2481,13619,2338.86,2271.75,13555,2449,2,M,5,Y
1002690,0,41,1394,2788,1436.12,1374.28,2649,1313,3,U,5,Y
1002691,0,41,9330,16901,2742.07,2658.56,16667,9204,2,A,6,Y
1002693,1,43,415,1013,1205.03,1158.99,999,407,1,A,5,Y
1002694,1,37,505,928,975.39,935.72,904,491,1,S,3,Y
1002696,0,37,6830,16762,3562.23,3522.57,16731,6813,7,M,6,Y
1002697,0,39,10157,29533,4846.84,4788.63,29440,10097,3,U,9,Y
1002698,0,43,5025,13151,2112.7,2065.94,13023,4976,8,S,4,Y
1002699,0,39,2279,10035,1962.24,1912.38,9941,2256,5,M,6,Y
1002701,1,39,4070,7852,1403.57,1354.45,7745,3982,5,U,7,Y
1002703,1,41,4692,22802,3719.56,3656.23,22417,4485,3,M,4,Y
1002704,1,41,100,162,641.45,614.05,162,100,2,A,6,Y
1002705,1,41,11887,25742,2536.02,2408.46,25026,11536,3,U,7,Y
1002706,0,37,11158,18478,3066.95,2929.36,18166,11006,7,M,4,Y
1002707,0,39,3440,6096,1209.52,1150.54,5973,3351,2,U,4,Y
1002710,1,39,2018,3455,1265.87,1234.57,3402,1986,1,A,6,N
1002712,1,43,16043,40453,5861.13,5645.53,39412,15650,3,M,6,Y
1002713,1,41,6966,14329,1993.5,1915.77,14077,6858,2,B,9,Y
1002714,0,39,10485,22013,3005.97,2953.89,21909,10414,2,M,7,Y
1002715,0,39,19959,43042,3652.59,3507.08,42640,19798,6,B,1,N
1002716,0,41,5214,12585,1087.73,1049.4,12552,5197,3,M,7,Y
1002717,1,37,2439,7394,1560.83,1458.5,7207,2371,1,B,5,Y
1002718,1,43,5363,9555,1080.05,1014.64,9353,5245,5,B,1,N
1002719,1,41,7295,9646,1142.27,1070.41,9406,7124,2,U,6,N
1002724,1,43,4787,10135,2675.25,2570.08,9839,4682,1,S,6,Y
1002726,0,41,8035,21073,3292.59,3186.15,21037,8026,6,M,7,Y
1002727,1,39,1424,2679,1766,1696.66,2658,1413,1,M,3,Y
1002728,0,39,12474,32829,4036.97,3879.68,32390,12311,1,U,5,Y
1002729,0,43,18653,35691,3118.47,2985.29,35378,18532,7,S,4,Y
1002730,0,43,12658,22668,3355.78,3279.06,22382,12476,2,M,6,Y
1002731,1,37,3815,12583,1675.23,1616.83,12402,3699,3,B,6,Y
1002732,0,43,20214,75895,5789.11,5673.97,75805,20172,3,S,4,N
1002733,0,43,244,583,1320.13,1261.15,572,235,1,M,6,Y
1002734,0,37,4034,8172,1465.35,1403.55,8117,3997,3,M,3,Y
1002735,0,37,1980,6085,1465.56,1426.73,6058,1958,2,M,7,Y
1002736,0,41,20772,48685,5104.86,5039.39,48350,20570,5,M,5,Y
1002737,1,41,5298,11777,1497.23,1448.76,11723,5282,5,M,4,Y
1002738,0,39,230,507,785.25,759.49,505,228,1,M,9,Y
1002739,1,39,1068,3156,921.35,901.07,3155,1067,2,M,9,Y
1002741,1,39,24604,45233,3566.49,3371.83,44020,23943,2,U,4,N
1002742,1,43,3852,12149,2311.91,2279.99,12137,3846,2,B,7,Y
1002743,0,39,1846,5538,1878.69,1830.17,5526,1839,2,A,4,Y
1002744,1,41,5820,16832,2659.62,2459.51,16465,5650,3,M,9,Y
1002745,0,39,1169,2298,1950.3,1695.59,2275,1156,2,M,6,Y
1002746,1,39,633,1564,1420.77,1366.62,1552,627,1,M,5,Y
1002747,1,39,1846,6091,1414.42,1393.73,6081,1844,4,M,5,N
1002748,1,37,2049,6186,1712.69,1611.34,6076,2002,2,M,7,Y
1002749,0,41,21584,41654,4573.63,4370.57,40870,21033,4,M,5,Y
1002750,0,37,8571,17810,1960.99,1910.63,17765,8550,4,S,2,Y
1002751,0,37,13024,24600,2544.78,2462.38,24433,12939,16,M,7,N
1002752,0,43,3423,6741,1066.06,996.12,6376,3242,5,M,6,Y
1002753,1,33,176,269,1100.26,1051.49,252,161,2,A,7,Y
1002756,0,37,594,1978,1157.72,1116.12,1930,582,1,U,5,Y
1002757,1,43,83,114,737.81,717.84,114,83,1,M,7,Y
1002758,0,37,22312,32064,3378.55,3317.46,31769,22079,5,S,1,Y
1002760,0,43,13153,21071,2079.58,2033.17,20912,13049,7,A,1,Y
1002761,1,43,1207,2358,1123.62,1071.44,2219,1148,1,A,6,Y
1002762,1,41,12705,27345,3218.63,3216.94,27345,12705,8,M,7,Y
1002763,1,41,171,420,771.7,733.21,392,158,1,M,9,Y
1002764,1,41,4473,13794,2435.51,2363.36,13662,4418,3,U,7,N
1002765,0,41,8212,27875,4698.92,4605.18,27614,8095,3,M,6,Y
1002766,1,37,862,1895,1340.2,1289.9,1881,854,1,A,6,N
1002767,0,37,7162,13726,1640.5,1608.58,13697,7150,4,U,4,Y
1002768,1,41,5103,14259,1621.18,1559.38,14096,4997,7,M,6,Y
1002769,0,41,5742,18649,2566.35,2285.84,18609,5718,2,U,6,Y
1002771,1,37,2028,8017,1454.79,1420.93,8007,2024,1,M,7,Y
1002774,1,43,3195,8375,1300.38,1252.3,8313,3179,2,S,5,Y
1002775,0,43,598,970,874.19,820.31,924,563,3,S,6,Y
1002776,1,37,7437,13929,1364.06,1068.52,13474,7187,1,U,6,N
1002777,1,39,6749,14023,3577.54,3297.17,13769,6636,5,M,4,Y
1002778,1,37,2644,7948,1510.61,1331.64,7929,2635,1,M,4,Y
1002779,1,43,449,900,916.26,883.2,900,449,3,M,1,Y
1002780,1,43,19128,35103,4279.4,4095.53,34448,18832,7,M,6,Y
1002781,1,37,642,1736,1145.77,1111.91,1713,629,1,M,9,Y
1002783,0,41,18586,25673,2024.21,1890.79,25650,18576,5,A,6,Y
1002784,1,43,5262,9491,1584.85,1545.36,9481,5256,3,M,7,Y
1002785,0,43,2487,5454,1288.09,1246.74,5398,2446,2,M,7,N
1002787,1,37,1647,4705,1347.38,1283.98,4520,1572,2,B,8,Y
1002788,0,41,8149,23298,2122.25,2083.89,23296,8147,1,M,9,Y
1002789,1,37,4286,10850,1893.13,1831.46,10762,4247,2,U,9,Y
1002791,1,37,4071,7319,1352.95,1109.23,7269,4038,3,A,6,Y
1002792,0,37,5443,17004,1941.3,1882.7,16855,5409,3,S,4,Y
1002793,1,41,249,1198,1189.63,942.98,1193,246,1,M,4,Y
1002794,0,43,3347,5924,1225.83,1217.17,5909,3342,11,M,8,Y
1002796,0,37,2226,6100,1207.08,1162.09,6033,2204,1,A,7,Y
1002797,1,37,2707,7380,1994.85,1795.27,7359,2697,1,A,9,Y
1002798,0,41,8611,16679,2074.19,2030.3,16566,8550,4,S,1,Y
1002799,1,39,2733,7220,1623.44,1571.27,7166,2703,2,M,9,Y
1002801,1,37,38,81,1092.07,1036.17,71,36,1,M,9,Y
1002802,1,43,2655,5240,1730.36,1709.73,5232,2651,2,M,9,Y
1002803,0,43,677,1246,652.5,639.92,1232,669,3,M,6,Y
1002804,1,41,1718,4437,1775.12,1742.45,4437,1718,2,M,5,Y
1002805,0,39,2534,4431,540.25,540.25,4383,2504,3,A,6,Y
1002807,1,39,18317,87570,11338.85,11258.89,87544,18304,2,S,5,Y
1002809,1,39,4381,13206,1733.3,1671.17,13040,4282,3,M,6,Y
1002810,1,41,4637,10940,1565.74,1533.82,10909,4616,2,M,3,Y
1002811,0,37,17680,29945,3094.34,2998.89,29657,17511,1,U,7,Y
1002812,0,43,6350,29519,2871.25,2823.6,29452,6314,3,S,1,N
1002813,0,43,10739,31137,4271.6,4215.86,30835,10590,4,S,7,Y
1002814,0,37,7845,15330,2706.18,2424.54,15202,7754,2,S,6,Y
1002815,0,43,4881,7364,1379.09,1326.11,7326,4853,5,A,8,Y
1002816,1,43,9391,22306,3154.49,3089.63,22178,9321,3,U,7,N
1002818,1,39,877,1919,361.74,355.87,1908,870,2,A,4,Y
1002819,0,37,2380,4509,1171.42,1121.44,4460,2357,1,A,8,N
1002820,0,41,3583,9685,1518.67,1451.71,9538,3503,3,A,7,Y
1002821,1,37,1123,2212,1468.11,1432.32,2202,1119,1,M,5,Y
1002822,0,41,12763,27356,2143.09,2102.1,27292,12740,7,U,7,Y
1002823,0,37,3896,7544,1469.94,1415.5,7485,3857,3,B,3,N
1002824,1,43,29116,47197,2982.33,2863.35,47029,29014,4,U,3,Y
1002826,0,41,2212,5384,1291.44,1241.64,5290,2183,2,M,6,Y
1002827,1,41,512,1013,822.16,800.07,1007,508,1,M,9,Y
1002828,0,37,16654,30862,2602.28,2578.56,30795,16615,5,M,5,Y
1002829,0,37,1333,2798,914.82,855.84,2765,1312,1,M,9,Y
1002830,0,43,628,1117,860.22,837.34,1107,622,1,U,4,Y
1002831,1,41,5685,16324,2256.76,2200.25,16246,5643,1,B,1,N
1002833,1,39,412,873,242.83,201.18,855,407,2,M,7,Y
1002834,0,41,9646,19324,1289.02,1244.82,19286,9624,4,B,2,Y
1002835,0,43,2413,6712,2028.76,1995.87,6703,2410,1,M,6,Y
1002836,1,37,2200,4764,1143.12,1110.23,4732,2179,1,S,6,Y
1002837,1,39,1501,2089,1250.33,1216.02,2089,1501,1,S,7,Y
1002838,1,39,832,1483,1338.75,1290.78,1419,812,4,M,7,Y
1002839,1,41,445,2048,2070.01,2003.36,2045,442,1,M,7,Y
1002841,0,37,881,1531,1116.21,1058.23,1493,858,2,U,7,Y
1002842,1,37,1849,6078,1631.71,1599.33,6070,1843,2,M,7,Y
1002843,0,41,312,613,1275.26,1208.61,585,297,4,M,5,Y
1002844,0,39,10128,26000,4104.16,4063.63,25969,10114,5,U,6,Y
1002845,1,39,541,1144,958.84,921.74,1115,524,1,U,9,Y
1002846,1,41,21587,46727,4246.08,4123.26,46518,21456,8,U,6,Y
1002848,0,43,80,176,1211.57,953.1,169,76,1,M,9,Y
1002850,0,39,9081,15736,2585.4,2519.41,15699,9065,5,B,8,N
1002851,1,37,202,383,766.28,731.47,383,202,1,M,6,Y
1002852,0,39,3004,5849,1359.19,1301.01,5797,2971,2,S,4,Y
1002853,0,43,8709,30621,3743.01,3602.32,30037,8515,3,M,9,Y
1002854,0,37,5276,18648,4059.63,3842.64,17850,5032,2,S,3,Y
1002855,1,37,1307,5600,1358.63,1156.16,5504,1288,1,S,3,Y
1002856,1,39,3422,6480,1268.46,1227.02,6364,3359,1,M,7,Y
1002857,1,37,11096,20992,2935.69,2871.05,20861,11043,4,U,8,Y
1002858,0,41,6548,14477,2473.35,2422.19,14440,6526,2,M,6,Y
1002859,0,37,13888,38455,3300.48,2892.04,38455,13888,4,B,7,Y
1002860,1,43,373,685,199.21,149.41,605,331,2,M,5,N
1002862,1,41,2674,6511,1571.24,1526.62,6386,2623,1,A,9,Y
1002864,1,43,4215,6483,1783.61,1737.57,6401,4164,3,B,7,N
1002865,0,39,15788,21741,1848.21,1778.44,21455,15674,3,U,7,Y
1002867,1,39,8882,15006,2502.26,2227.03,14858,8773,1,M,5,Y
1002868,1,43,7948,21140,2934.98,2897.55,21117,7934,2,M,4,N
1002869,1,37,1951,4476,1409.57,1369.93,4439,1940,3,U,7,Y
1002870,0,43,6637,18791,2331.43,2289.81,18730,6608,2,U,6,N
1002871,1,43,28104,79653,11851.47,11741.22,79372,27947,7,S,6,Y
1002873,0,41,10891,27388,2341.2,2309.52,27388,10891,3,S,4,Y
1002874,1,37,360,790,773.08,738.4,787,359,1,M,9,Y
1002875,1,37,38276,58784,4698.38,4553.79,57862,37629,5,U,1,N
1002876,1,43,3894,7931,1603.75,1542.56,7806,3837,4,M,9,Y
1002877,1,39,443,702,684.96,663.44,702,443,1,U,7,Y
1002878,1,41,5940,14201,1858.4,1802.26,14143,5912,3,U,5,Y
1002879,0,41,12772,29914,4227.39,4033.88,29781,12719,5,S,3,Y
1002880,1,37,4132,8338,1546.9,1505.91,8260,4074,6,U,8,Y
1002881,1,37,4737,11939,1833.71,1733.9,11645,4614,3,B,5,Y
1002882,1,39,5356,11162,1985.58,1921.99,10996,5318,2,M,9,Y
1002883,1,37,4208,10820,2120.43,1982.4,10423,4058,2,B,8,Y
1002885,0,41,4113,11867,1478.67,1433.68,11835,4096,7,S,4,Y
1002886,0,37,52,84,1116.12,1055.5,68,41,1,S,6,Y
1002887,0,41,3829,12943,2070.73,2032.14,12883,3811,2,U,6,N
1002888,1,37,5750,11501,2181.19,1806.51,11357,5662,8,M,7,Y
1002889,0,43,4444,13423,1562.07,1496.92,13279,4401,2,M,9,Y
1002890,1,37,2595,7867,1883.03,1834.27,7798,2570,1,M,3,Y
1002891,0,37,6102,10979,1357.06,1317.07,10887,6046,4,S,5,Y
1002892,0,41,26240,74738,6036,5868.37,74271,26067,8,A,5,Y
1002893,0,43,18527,36936,4935.96,4747.81,36351,18152,6,M,7,Y
1002894,1,41,2240,3542,1246.01,1200.03,3490,2205,1,U,2,Y
1002895,1,41,22326,32559,2444.58,2372.25,32424,22234,7,S,3,Y
1002896,0,43,1197,3334,1308.82,1254.84,3299,1185,1,S,1,Y
1002898,1,41,6450,11180,1624.12,1569.14,10977,6289,3,M,2,Y
1002899,1,37,4209,7242,1504.46,1445.29,7169,4163,1,M,9,N
1002900,0,43,3577,11310,2131.22,2050.05,10975,3498,2,B,4,Y
1002901,1,41,4082,7564,1623.31,1575.67,7466,4030,2,B,8,Y
1002902,1,39,3023,9908,1267.41,1235.9,9903,3022,1,U,8,Y
1002903,0,43,24697,85860,7553.53,7368.14,85255,24459,7,S,6,Y
1002904,0,37,3709,9769,1240.42,1206.39,9688,3673,4,S,4,Y
1002905,0,43,11231,43455,3112.62,3024.3,43147,11124,6,S,6,Y
1002906,0,39,705,1743,1219.95,1166.1,1720,696,2,S,6,Y
1002907,0,39,2271,4375,1640.86,1412.47,4337,2260,5,U,4,Y
1002908,1,41,7578,16289,2147.83,1964.63,16002,7474,2,S,3,Y
1002909,1,37,178,354,510.13,449.9,277,139,1,M,5,Y
1002910,1,37,5909,13217,1934.79,1882.81,13154,5878,3,M,7,Y
1002911,0,37,788,1603,1128.76,1082.38,1552,759,2,B,1,N
1002912,1,41,1502,2657,1269.45,1233.36,2616,1475,2,U,9,Y
1002913,1,43,3371,8273,1882.7,1646.44,8232,3347,1,S,4,Y
1002914,1,43,4802,13203,1365.18,1304.45,12885,4571,4,S,1,Y
1002915,0,43,10927,29720,1649.29,1600.31,29668,10917,2,S,3,Y
1002916,0,41,2921,6220,1312.64,1213.65,5725,2761,2,B,6,Y
1002917,1,41,2857,4305,1298.33,1254.34,4240,2818,1,U,8,Y
1002918,1,37,3146,8029,1625.52,1624.38,7994,3126,2,B,5,N
1002919,1,37,4783,10079,2032.59,1974.53,9970,4718,1,M,7,Y
1002920,1,41,6201,9301,959.66,900.93,9011,6022,2,S,7,Y
1002922,1,39,5717,11025,1483.51,1423.12,10855,5638,4,U,5,Y
1002923,0,41,518,1118,896.79,868.71,1107,508,1,M,9,Y
1002924,0,39,791,1924,1148.04,927.8,1874,767,1,M,8,Y
1002925,1,36,1257,2313,1409.61,1363.07,2288,1238,2,B,5,Y
1002928,1,41,2279,3620,1463.56,1415.58,3538,2213,1,S,3,Y
1002929,0,39,19235,55891,5674.31,5543.39,55721,19166,12,B,4,N
1002930,0,43,1591,3317,1314.98,1261,3240,1550,2,S,7,Y
1002931,0,39,5627,13368,1497.96,1447.98,13136,5546,1,U,5,Y
1002932,1,43,6162,15785,2090.48,2086.48,15784,6161,7,M,6,Y
1002933,1,41,5930,12936,2115.6,2061.62,12754,5825,5,U,1,N
1002934,1,41,6105,12024,1309.44,1255.46,11746,5985,1,M,7,Y
1002935,1,39,1939,3726,1313.74,1267.2,3634,1881,3,U,9,Y
1002936,1,41,6447,15847,2188.44,2156.45,15843,6445,1,A,9,Y
1002938,1,39,11233,33554,3051.76,2744.52,31973,10777,4,A,6,Y
1002939,0,43,4085,9475,2318.96,2119.87,9418,4056,2,U,3,Y
1002940,0,39,1065,2237,1114.2,1082.21,2214,1053,1,S,8,Y
1002941,0,36,7629,12026,1866.72,1690.19,12026,7629,3,S,7,Y
1002942,1,39,2859,4208,1199.35,1159.36,4188,2842,1,S,3,Y
1002943,1,41,1157,2058,1230.29,1188.3,2034,1141,1,M,9,Y
1002944,0,36,9028,19711,3163.6,3074.15,19514,8918,4,S,3,Y
1002945,0,42,7545,17925,1898.34,1805.07,17444,7351,6,M,8,Y
1002947,1,38,1471,2849,1287.44,1262.74,2843,1467,3,M,9,Y
1002949,1,40,11053,22708,2317.89,2261.74,22381,10911,2,M,3,Y
1002950,1,40,2248,3341,1247.39,1206.73,3316,2231,2,M,9,Y
1002951,1,36,1880,4122,1624.37,1568.38,4012,1829,1,M,9,Y
1002955,1,38,2933,4621,1244.76,1192.59,4556,2883,3,M,6,Y
1002956,1,36,2422,10237,1802.06,1663.22,9558,2305,1,M,9,Y
1002957,0,36,9092,29582,2782.15,2721.41,29107,8896,4,M,6,Y
1002958,1,40,6002,14679,1981.17,1929.79,14580,5955,3,M,6,Y
1002959,1,36,6474,19034,2368.83,2320.03,18991,6450,5,M,5,Y
1002960,0,36,3442,7314,1724.68,1674.95,7257,3410,1,B,7,N
1002962,1,40,9942,26799,4065.84,4006.87,26714,9904,2,B,1,Y
1002963,0,42,7283,12472,1932.75,1882.77,12318,7160,3,M,6,Y
1002964,1,38,2709,15070,1394.42,1358.43,14989,2674,2,S,2,N
1002965,1,36,895,1915,1159.93,1123.94,1913,894,3,M,9,Y
1002966,0,40,770,2633,2151.27,2097.06,2613,759,4,M,1,Y
1002967,0,38,30290,85755,2545.78,2408.97,84938,29959,8,U,7,N
1002968,1,36,4926,8238,1885.07,1825.08,8234,4922,2,M,9,Y
1002969,0,42,2201,7821,1633.08,1588.36,7791,2193,1,S,5,Y
1002970,1,42,4974,7486,1432.62,1376.28,7310,4866,3,S,6,Y
1002971,1,42,3802,6507,1374.14,1333.48,6483,3785,1,M,9,Y
1002972,0,40,4436,11287,1452.01,1403.03,11131,4367,1,S,5,Y
1002973,1,38,11572,27678,3648.91,3582.8,27450,11462,2,B,6,N
1002974,0,38,15403,30770,3170.9,3103.5,30162,15085,3,A,5,Y
1002976,0,38,6379,18594,2637.38,2571.81,18477,6324,1,U,9,Y
1002977,1,42,2003,8066,1311.67,1279.84,7983,1971,1,A,6,Y
1002978,0,40,2158,6073,2523.54,2258.9,6021,2140,1,A,7,Y
1002979,0,38,7866,20634,1749.95,1690.13,20389,7718,4,U,4,Y
1002980,1,36,5382,8408,1729.74,1698.03,8408,5382,2,M,6,Y
1002981,0,42,11074,30256,3564.37,3372.09,30103,10995,5,U,7,Y
1002982,0,42,11542,34798,4142.9,4050.54,34413,11405,3,M,8,Y
1002983,1,36,7047,17719,1826.01,1747.69,17451,6933,7,M,6,Y
1002984,1,36,1070,2732,1289.93,1107.95,2731,1069,2,U,6,Y
1002986,1,38,11112,21867,2637.35,2495.78,21031,10718,2,M,6,Y
1002987,0,36,6999,19720,3147.44,3041.78,19426,6905,2,M,6,Y
1002989,0,40,20132,52472,4350.91,4168.18,51700,19886,4,M,6,Y
1002990,0,36,4617,8107,1328.22,1281.44,8029,4565,1,M,5,Y
1002991,1,38,7831,19798,1458.22,1411.47,19666,7737,2,U,6,N
1002993,1,38,9885,21408,1708.36,1670.85,21345,9851,2,M,1,Y
1002994,1,38,26387,42196,2533.05,2491.71,42156,26350,13,A,9,Y
1002995,1,40,3181,7081,1815.82,1773.09,7074,3174,2,M,4,N
1002996,0,36,237,448,861.53,811.88,442,231,3,U,3,N
1002997,0,42,5723,16708,2348.04,2273.99,16541,5651,2,M,4,Y
1002999,1,40,1656,5953,1640.62,1577.98,5884,1611,2,M,4,Y
1003000,1,42,200,529,925.51,700.43,521,193,2,S,1,Y
1003002,0,36,3105,13073,1402.69,1343.51,12930,3074,2,A,9,Y
1003003,1,42,1424,2424,1009.72,764.74,2402,1414,2,A,6,Y
1003004,1,36,5699,9105,1287.2,1240.69,9003,5656,1,M,5,Y
1003005,0,38,4178,8030,1914.91,1865.04,8016,4169,2,S,6,Y
1003006,0,42,14076,24111,2932.79,2889.8,23928,13956,4,U,6,Y
1003007,1,38,15628,48093,5899.02,5739.75,47796,15523,3,M,9,Y
1003009,0,42,9781,27160,2926.85,2698.28,27039,9726,2,S,6,Y
1003010,1,38,476,1450,1304.35,1266.3,1446,473,1,S,3,Y
1003011,0,36,4243,6187,1204.51,1152.8,6088,4177,5,U,3,Y
1003012,0,36,24183,69837,5001.62,4908.88,69837,24183,12,B,2,N
1003013,1,42,1968,4042,1541.29,1507.3,4038,1967,1,S,9,Y
1003014,1,38,4457,9207,1888.98,1805.41,9194,4453,3,M,7,Y
1003015,0,42,5001,9644,1579.35,1536.66,9603,4971,5,S,4,Y
1003016,0,38,561,999,860.01,809.7,984,549,2,M,7,Y
1003017,0,38,5507,9535,1420.57,1218.34,9331,5381,4,B,6,Y
1003019,0,42,651,2094,1159.69,1135.5,2066,635,1,M,6,Y
1003020,0,36,1072,2527,1181.94,1139.95,2490,1056,1,S,8,Y
1003021,0,40,994,6713,1259.35,1217.16,6657,977,1,M,9,Y
1003022,0,36,4157,7397,1689.22,1648.56,7326,4116,6,A,4,Y
1003023,1,36,938,2019,1431.49,1360.77,1984,919,2,U,6,N
1003024,1,36,14776,34835,3060.96,2963.72,34416,14579,9,S,6,N
1003025,0,36,13077,27855,2591.75,2374.3,26543,12797,4,U,3,Y
1003026,0,42,6068,15389,1767.31,1588.14,15008,5984,2,A,7,Y
1003027,1,36,3116,6034,1355.69,1309.62,6034,3116,1,U,9,Y
1003028,1,36,1605,3243,1174.95,971.22,3150,1562,4,A,7,Y
1003030,0,40,11395,24784,2785.37,2724.64,24437,11235,3,U,8,Y
1003032,1,38,8114,21470,2874.35,2800.04,21162,8020,4,U,3,Y
1003033,1,36,399,584,650.12,627.71,580,397,3,M,7,Y
1003034,1,36,1684,4329,1594.91,1544.35,4280,1651,2,M,4,Y
1003035,0,36,5321,11032,1824.63,1783.97,10982,5300,1,S,8,Y
1003036,0,42,3166,7154,1624.69,1521.74,6986,3108,3,M,5,Y
1003037,0,36,776,2037,1156.48,1111.46,2018,762,1,S,7,Y
1003038,1,36,4289,23854,1880.99,1835.97,23744,4261,2,S,6,Y
1003039,1,40,1181,2750,1369.13,1318.04,2674,1131,1,B,2,Y
1003040,0,38,4476,11364,2488,2398.38,11079,4433,2,S,4,Y
1003041,0,36,1404,3978,1229.61,1177.37,3950,1390,5,M,7,Y
1003042,1,40,8544,24147,1824.92,1785.57,24092,8513,1,B,3,N
1003043,0,36,697,1432,678.48,660.92,1432,697,2,M,8,Y
1003044,0,38,85,290,655.84,631.49,281,81,1,M,6,Y
1003045,0,36,16933,32597,3160.98,2827.83,32244,16762,2,U,2,Y
1003046,0,36,1226,2504,1103.24,1038.37,2332,1144,1,M,7,Y
1003047,1,42,9366,24735,1600.8,1543.61,24586,9273,8,M,9,Y
1003049,0,36,10026,25928,2535.2,2432.53,25523,9844,2,M,5,Y
1003050,0,40,5885,12496,1983.81,1938.69,12327,5824,4,M,9,Y
1003051,1,42,4559,14537,3386.79,3107.42,14384,4484,3,A,9,N
1003052,0,36,2367,5169,1087.21,1037.87,5134,2343,3,S,5,Y
1003053,1,42,3732,19576,1786.86,1701.91,19468,3695,4,A,1,Y
1003054,1,36,3464,9074,1220.38,1162.54,8834,3390,1,M,9,Y
1003055,1,40,763,2656,1327.45,1251.17,2275,626,1,M,9,Y
1003056,0,40,18034,35877,2697.92,2529.53,35846,18012,6,U,6,Y
1003057,1,36,9297,20005,1661.27,1597.19,19853,9222,3,A,8,Y
1003058,0,40,1243,4315,516.91,403.23,3577,992,2,M,5,Y
1003059,0,40,4354,11554,1803.68,1692.53,10723,4177,2,A,7,Y
1003060,0,36,6097,9342,1311.54,1268.05,9283,6075,1,M,7,Y
1003062,1,36,851,2370,822.73,771.46,2301,829,1,U,6,Y
1003064,1,40,2478,5093,1360.83,1277.94,4888,2377,3,M,7,Y
1003065,0,38,5821,21366,2674.61,2484.42,21187,5767,4,M,6,Y
1003066,1,38,2961,7099,1238.72,1039.39,6983,2880,1,M,5,Y
1003067,0,40,5929,12368,2251.82,2219.15,12349,5923,4,S,6,Y
1003068,1,38,9223,27041,2630.23,2524.91,26120,8884,4,U,7,Y
1003069,1,40,3401,12975,2184.93,2126.3,12971,3400,4,S,2,N
1003070,0,38,50031,66948,4483.85,4372.71,66249,49414,3,S,9,Y
1003071,1,38,2873,8865,1427.04,1344.57,8647,2809,1,M,6,Y
